mapped_name,id,oscn_id,full_name,name
OKLAHOMA CITY POLICE DEPARTMENT,284034,17521637,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284036,17521919,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,317654,17718788,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284190,16778118,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284263,17005993,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284312,17749602,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284523,16778719,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284528,16778880,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284532,16778895,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284653,17651675,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284777,16671109,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284779,16671123,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284785,16671129,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284788,16671135,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284790,16671144,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284795,16671168,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284796,16671172,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284801,17652599,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284804,16671114,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284808,16671173,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284813,16671177,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284817,16671181,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284824,17652309,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284827,17652397,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284829,17652439,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284831,17652467,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284835,17652553,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,284836,17652609,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285064,16781848,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285085,16781792,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285091,16781805,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285093,16781808,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285096,16781819,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285098,16781825,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285104,16781845,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285113,16781461,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285120,16781859,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285123,16781866,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285125,16781465,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285132,17520731,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285199,17520718,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285355,17656028,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285358,17656110,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285374,17656330,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285385,17656237,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285533,17523324,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285536,17523397,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285578,17523373,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285584,17523410,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285586,17523030,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285588,17523058,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285589,17523412,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285592,17523415,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285594,17522873,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285598,17523202,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285603,17657761,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285605,17656694,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285608,17656877,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285610,17657004,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285613,17657157,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285617,17657530,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285622,17657637,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285631,17657031,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285633,17657085,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285640,17657466,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285662,17522330,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285664,17523337,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285678,17523408,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285682,16781533,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285684,16781545,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285698,17010289,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285756,17658569,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285797,17658409,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,285800,17658536,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287718,16670554,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286069,17074947,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286070,17074953,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286086,17074986,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286102,17075065,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286107,17075792,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286113,17075756,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286143,17658799,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286151,17658827,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286163,17659343,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286175,17659151,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286213,16670729,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286219,16670720,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287967,16789320,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286263,16671004,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286269,16671011,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286270,16671062,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286273,16671060,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286277,16671046,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286283,16671049,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286285,16671041,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286295,16671037,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286298,16671035,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286318,16671088,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286321,16671080,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286327,16670517,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286508,17660137,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286510,17660166,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286523,17660488,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286526,17660844,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286530,17660867,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286532,17660930,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286534,17660942,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286537,17661005,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286538,17661019,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286553,17661134,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286563,17660369,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287970,16789319,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287971,16789314,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286980,16402597,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286982,16402669,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286986,16403259,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286989,16404210,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,286992,17523643,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287013,16783927,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287020,16784011,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287022,16783956,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287023,16783953,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287024,16783949,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287036,16784265,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287045,16565566,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287067,16467456,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287087,16567652,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287089,16567763,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287092,16567774,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287095,16567771,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287097,16567799,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287126,16784261,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287134,17523574,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287137,17523621,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287144,17524998,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287155,17525041,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287158,17525046,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287160,17525052,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287171,17524067,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287173,17523827,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287215,17523949,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287232,17524784,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287284,17661908,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287293,17524973,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287297,17661629,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287299,17661642,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287301,17661657,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287310,17661841,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287974,16789313,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287314,17661917,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287316,17661937,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287319,17661949,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287322,17662014,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287325,17662062,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287327,17662080,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287329,17662093,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287333,17662616,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287336,17662782,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287352,17662174,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287358,17525602,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287362,17525658,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287369,17525776,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287372,17525804,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287379,17525869,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287380,17525892,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287384,16785013,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287386,17525915,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287391,17525949,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287722,16670576,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287724,16670586,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287762,16848051,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287917,16788203,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287920,16788185,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287925,16789321,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287931,16789300,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287942,16788178,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287943,16788164,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287945,16788139,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287948,16788138,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287950,16788135,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287953,16788126,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287955,16788123,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287956,16789339,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287959,16789329,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287961,16788199,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287966,16789323,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287976,16789309,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287979,16789299,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287980,16789298,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287986,16789327,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,287989,16789315,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288047,17663149,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288052,17663233,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288053,17663242,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288056,17663466,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288064,17662995,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288066,17663642,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288078,16444970,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288081,16444561,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288097,17663495,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288099,17663581,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288130,16445302,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288179,16446391,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288184,16446394,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288231,17665015,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288288,16446869,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288293,16446877,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288297,16448021,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288314,16448019,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288323,17209192,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288587,16452333,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288609,16453803,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288972,16790348,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288669,16454346,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288691,16454352,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288786,16456251,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288789,16456250,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288839,16457451,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288926,17078170,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288957,17285801,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,288960,17285921,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289062,16459836,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289071,17667608,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289078,17666555,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289082,17666609,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289084,17666690,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289087,17666775,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289150,16463538,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289173,16463579,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289188,16463610,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289192,16463635,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289196,16463586,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289198,16463599,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289211,16790377,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289217,16790083,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289222,16789891,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289227,16790393,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289262,17462966,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289264,17462979,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289271,17462948,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289274,16463699,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289277,16790096,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289279,16790188,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289291,17463219,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289300,17463283,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289303,17463295,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289307,17463356,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289312,16789819,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289319,16789904,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289323,16789959,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289381,17463111,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289433,16464292,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289435,16464092,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289454,16464228,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289458,16464193,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289459,16464490,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289465,16464815,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289470,16464244,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289471,16464547,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289473,16464544,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289555,17078560,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289585,16565520,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289588,16621048,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289594,16621054,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289614,16567823,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289617,16567820,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289635,16621114,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289703,17078694,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289808,16792496,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289842,16792543,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289846,16792534,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289857,16792517,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289893,16792489,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289897,16792487,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289899,16792522,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289933,16472151,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289941,16472135,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,289965,16472531,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290221,16478410,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290230,16478084,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290232,16478356,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290238,16478380,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290436,17526605,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290438,17526521,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290452,16792577,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290454,16792568,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290524,16792449,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290535,16621670,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290538,16621682,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290540,16621683,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290542,16481713,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290671,17667900,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290673,17667966,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290676,17669268,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290787,16967174,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290882,16967230,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290977,17527963,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290978,17527970,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290981,17527484,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290983,17527979,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290985,17527981,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,290990,17527986,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291142,16886532,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291193,16488947,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291196,16489091,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291198,16490882,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291199,16887710,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,317659,17718879,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291207,17312823,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291326,16793864,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291328,16793889,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291332,16793919,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291333,16793959,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291340,16794027,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291343,16793656,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291370,17528386,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291391,17465297,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291402,17528559,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291408,16961604,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291484,17527928,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291499,17528510,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291522,16621712,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291595,17670887,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291599,17669785,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291605,17669806,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291607,17669837,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291626,17669901,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291632,17670099,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291633,17670112,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291635,17670319,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291639,17670429,OCPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,291643,17670626,OCPD,arresting agency
